Assay Type,Molecule Name,Molecular Weight,AlogP,#RO5 Violations,Standard Type,Standard Relation,Standard Value,Standard Units,Original Smiles,nM,Inhibitor
B,,3138.77,,,IC50,=,112.0,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(C(=O)c2ccccc2)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)NCCOCCOCCOCCC(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O,112.0,1
B,,392.55,3.01,0.0,IC50,=,23.0,nM,CN1CCN(c2cc(CN(C)C3CCCc4cccnc43)nc(C3CC3)n2)CC1,23.0,1
B,,254.34,2.38,0.0,IC50,>,10000.0,nM,CN(Cc1ccncn1)C1CCCc2cccnc21,10000.0,0
F,,433.64,3.16,0.0,IC50,=,66.0,nM,c1ccc2c(c1)CN[C@@H](CN(CCCCN1CCNCC1)[C@H]1CCCc3cccnc31)C2,66.0,1
F,,435.62,2.53,0.0,IC50,=,154.0,nM,COCCN(C[C@H]1Cc2c(cccc2N2CCNCC2)CN1)[C@H]1CCCc2cccnc21,154.0,1
B,,724.86,1.39,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(=N)N,30000.0,0
B,,2224.64,,,IC50,=,1560.0,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCCCN)C(=O)NCCOCCOCCOCCC(=O)N[C@@H](CCCCNC(=O)CCOCCOCCOCCNC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)C)C(N)=O,1560.0,0
B,,730.89,0.81,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@@H](CS)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(=N)N,30000.0,0
B,,3185.84,,,IC50,=,34.0,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(C(=O)c2ccccc2)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O,34.0,1
B,,1444.69,,,IC50,=,9120.0,nM,C[C@@H](O)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCCN)NC(=O)CCCCCN)[C@@H](C)O)C(=O)N[C@@H](CS)C(=O)O,8269.0,0
F,,426.48,4.33,0.0,IC50,>,10000.0,nM,COCCN(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)c1nc2ccccc2o1,10000.0,0
B,,538.74,5.31,3.0,IC50,=,110.0,nM,N=C(NCCCNCCCCNCCCNC(=N)Nc1ccc2ccccc2c1)Nc1ccc2ccccc2c1,110.0,1
B,,349.39,2.12,0.0,IC50,=,70.7,nM,N=C(N)NCC/C=C1\NC(=O)N(/C=C/c2cccc3ccccc23)C1=O,70.7,1
B,,556.76,2.63,2.0,IC50,=,81.8,nM,Cc1cc(NC2CCN(CCC(=O)O)CC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,81.8,1
F,,497.59,3.48,0.0,IC50,>,79000.0,nM,COc1ccc(NC(=O)CN2C3CCCC2CC(NC(=O)c2cc(OC)c(OC)c(OC)c2)C3)cc1,79000.0,0
B,,818.98,1.78,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
B,,839.01,1.5,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2C[C@@H]3CCCC[C@@H]3N2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
B,,783.94,0.14,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H]1Cc1ccc2ccccc2c1,30000.0,0
F,,338.5,2.65,0.0,IC50,=,71.0,nM,Cc1ccc(CN(CCCCN)C[C@H]2Cc3ccccc3CN2)nc1,71.0,1
B,,986.19,-1.6,3.0,IC50,=,70.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H]1CSSC(C)(C)[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,70.0,1
B,,702.77,-0.47,2.0,IC50,=,610.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O,610.0,0
B,,1509.85,,,IC50,=,10287.0,nM,CSCC[C@H](NC(=O)[C@@H](CO)NC(C)=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCSC)C(=O)N1CCC[C@H]1C(=O)N[C@@H](CS)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)O)C(C)C,55143.5,0
B,,1989.49,,,IC50,=,36000.0,nM,C[C@H]1/C=C\[C@@H](CCCCN)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](CSCc2ccccc2)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](N)CCCN=C(N)N)CSSC[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(N)=O)NC(=O)C(CCCNC(N)=O)NC(=O)[C@@H](CCCN=C(N)N)NC(=O)[C@H](Cc2ccc(O)cc2)NC1=O,36000.0,0
F,,431.63,3.39,0.0,IC50,=,2.92,nM,CN(C[C@H]1Cc2c(cccc2N2CCN3CCC[C@H]3C2)CN1)[C@H]1CCCc2cccnc21,2.92,1
B,,743.87,-0.69,2.0,IC50,=,11.0,nM,C[C@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC1=O,11.0,1
B,,408.55,2.21,0.0,IC50,=,130.0,nM,Cc1nc(CN(C)[C@H]2CCCc3cccnc32)cc(N2CCN(C3COC3)CC2)n1,130.0,1
B,,649.78,1.8,3.0,IC50,=,91.6,nM,Cc1cc(NC2CCN(C(=O)CCNCP(=O)(O)O)CC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,91.6,1
F,,397.53,4.51,0.0,IC50,=,949.0,nM,NC/C=C\CN(Cc1nccc2c1[nH]c1ccccc12)[C@H]1CCCc2cccnc21,949.0,0
B,,783.93,0.19,2.0,IC50,>,1000.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]2CCCCN2C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,1000.0,0
B,,581.77,3.62,1.0,IC50,=,15.0,nM,O=C(Cn1c2ccccc2c2ccnc(CN(CCCN3CCNCC3)C3CCCc4cccnc43)c21)N1CCOCC1,15.0,1
B,,298.43,3.09,0.0,IC50,=,35.8,nM,Cc1cccnc1CN(CCCCN)[C@@H](C)c1ccccn1,35.8,1
F,,372.43,3.05,0.0,IC50,=,590.0,nM,COc1cc(NS(=O)(=O)c2cccc3nsnc23)c2ncccc2c1,590.0,0
B,,960.16,-2.59,3.0,IC50,=,2140.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@@H]1CSSC(C)(C)[C@@H](C(=O)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,2140.0,0
B,,406.67,5.37,1.0,IC50,=,25.0,nM,C1=C(CS/C(=N\C2CCCCCC2)NC2CCCCCC2)N2CCN=C2S1,14.05,1
F,,430.69,5.08,1.0,IC50,=,13.0,nM,C1=C(CS/C(=N\C2CCCCC2)NC2C3CC4CC(C3)CC2C4)N2CCN=C2S1,47.0,1
F,,989.11,-3.31,3.0,IC50,=,780.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H]1CCNC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,780.0,0
F,,419.62,2.77,0.0,IC50,=,1154.0,nM,c1ccc2c(c1)CN[C@H](CN(CCCN1CCNCC1)[C@H]1CCCc3cccnc31)C2,1154.0,0
B,,538.67,3.16,1.0,IC50,=,859.7,nM,FC(F)(F)c1cc(NC2CCNCC2)nc(NCc2cn(CCCNCCCNC3CCCCC3)nn2)n1,859.7,0
B,,1330.54,,,IC50,>,50000.0,nM,C[C@H](O)[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](NC(=O)[C@@H](CS)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCCN)[C@H](C)O)C(N)=O,50000.0,0
F,,354.5,2.35,0.0,IC50,>,23000.0,nM,COc1ccc(CN(CCCCN)C[C@H]2Cc3ccccc3CN2)nc1,23000.0,0
B,,741.85,-0.24,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CC(N)=O,30000.0,0
F,,359.48,3.85,0.0,IC50,=,1970.0,nM,NCCCCN(Cc1ccccn1)Cc1nccc2c1[nH]c1ccccc12,1970.0,0
F,,566.79,5.58,2.0,IC50,=,1.0,nM,c1cnc2c(c1)CCC[C@@H]2N(CCCN1CCNCC1)Cc1nccc2c3ccccc3n(CCC3CCOCC3)c12,1.0,1
B,,698.83,0.9,2.0,IC50,>,30000.0,nM,C[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)N(C)C1=O,30000.0,0
B,,457.75,4.56,0.0,IC50,=,48.0,nM,CN(C)c1cc(CNCCCNC2CCCCC2)ccc1CNCCCNC1CCCCC1,48.0,1
F,,352.53,3.21,0.0,IC50,=,1710.0,nM,Cc1ccc([C@H](C)N(CCCCN)C[C@H]2Cc3ccccc3CN2)nc1,1710.0,0
B,,1500.73,,,IC50,=,19.0,nM,CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=O)CCCC(=O)NCCC[C@@H]1C(=O)N[C@@H](CCCNC(N)=O)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)NCC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N1C,19.0,1
B,,415.67,3.89,0.0,IC50,=,121.6,nM,c1cc(CNCCCNC2CCCCC2)nc(CNCCCNC2CCCCC2)c1,121.6,1
B,,970.19,-1.31,3.0,IC50,=,1530.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C(=O)O)CSSC1(C)C,1530.0,0
B,,525.75,4.5,1.0,IC50,=,8.3,nM,NCCCCN(Cc1nccc2c3ccccc3n(CCCN3CCNCC3)c12)C1CCCc2cccnc21,8.3,1
F,,438.54,6.04,1.0,IC50,=,8700.0,nM,CCCCN(c1nc2ccccc2o1)[C@H](C)c1ccc(-c2ccccc2-c2nnn[nH]2)cc1,8700.0,0
F,,522.78,6.73,2.0,IC50,=,661.0,nM,CC1(C)CCC(NCc2ccc(CN(C[C@H]3Cc4ccccc4CN3)[C@H]3CCCc4cccnc43)cc2)CC1,661.0,0
F,,458.53,5.88,1.0,IC50,=,9600.0,nM,c1ccc(CN(Cc2ccc(-c3ccccc3-c3nnn[nH]3)cc2)c2nc3ccccc3o2)cc1,9600.0,0
B,,1166.31,,,IC50,=,2000.0,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCCCN)C(=O)O,2000.0,0
B,,728.86,-0.62,2.0,IC50,=,16.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=N,16.0,1
F,,394.57,3.36,0.0,IC50,=,13.0,nM,Cc1nc(CN2CCC[C@H]2c2ncccc2C)cc(N2CCC(N(C)C)CC2)n1,13.0,1
B,,632.69,5.03,3.0,IC50,>,1000.0,nM,C[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)c1ccc(CNC(=O)c2ccc(C(F)(F)F)cc2)cc1)c1cccc2ccccc12,1000.0,0
F,,350.56,3.81,0.0,IC50,=,493.0,nM,C1=C(CS/C(=N\C2CCCC2)NC2CCCC2)N2CCN=C2S1,2164.0,0
F,,326.44,2.8,0.0,IC50,=,129.0,nM,NCCCCN(Cc1ncccc1O)C1CCCc2cccnc21,129.0,1
F,,352.53,2.95,0.0,IC50,=,69.0,nM,Cc1cnc(CN(CCCCN)C[C@H]2Cc3ccccc3CN2)c(C)c1,69.0,1
B,,757.9,-0.34,2.0,IC50,=,4600.0,nM,C[C@@H]1C(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)N1C,4600.0,0
B,,651.74,2.04,1.0,IC50,=,1.0,nM,Br.c1cc2nc(c1)CCNCCN(Cc1ccc(CN3CCNCCc4cccc(n4)CCNCC3)cc1)CCNCC2,1.0,1
F,,456.03,3.59,0.0,IC50,>,30000.0,nM,CC(C)C[C@H]1NC(=O)C2(CCN(Cc3ccccc3)CC2)N(Cc2ccccc2)C1=O.Cl,30000.0,0
B,,1541.82,,,IC50,=,3.0,nM,CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=O)CCCCCCC(=O)NCCC[C@@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)NCC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N1C,3.0,1
F,,299.42,2.36,0.0,IC50,=,72.0,nM,CC(c1ccccn1)N(CCCCN)Cc1ncccc1N,72.0,1
F,,392.59,3.82,0.0,IC50,=,8.0,nM,CN(C)CCCCN(C[C@H]1Cc2ccccc2CN1)[C@H]1CCCc2cccnc21,19.0,1
F,,392.47,3.36,0.0,IC50,>,33000.0,nM,NCCCCN(Cc1ccc(C(F)(F)F)cn1)C[C@H]1Cc2ccccc2CN1,33000.0,0
F,,415.59,3.8,0.0,IC50,=,17.0,nM,c1cnc2c(c1)CCC[C@@H]2N(CCCN1CCNCC1)Cc1cc2ccccc2cn1,17.0,1
F,,433.64,3.64,0.0,IC50,=,35.9,nM,CN(C)C1CCN(c2cccc3c2C[C@H](CN(C)[C@H]2CCCc4cccnc42)NC3)CC1,35.9,1
B,,1165.33,,,IC50,=,615.0,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCCCN)C(N)=O,857.5,0
B,,427.53,5.02,1.0,IC50,>,10000.0,nM,O=C(Nc1ccccc1)c1c(NC(=S)Nc2ccc(F)cc2)sc2c1CCOC2,10000.0,0
B,,808.0,-0.29,2.0,IC50,=,530.0,nM,N=C(N)NCCC(=O)N[C@H]1CSSC[C@H](C(=O)NCCc2ccc(O)cc2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCN=C(N)N)NC1=O,530.0,0
B,,297.41,2.45,0.0,IC50,>,10000.0,nM,CN(C)c1cc(CN(C)C2CCCc3cccnc32)ncn1,10000.0,0
B,,396.54,2.53,0.0,IC50,=,78.0,nM,CCOc1nc(CN(C)C2CCCc3cccnc32)cc(N2CCN(C)CC2)n1,78.0,1
F,,452.56,6.43,1.0,IC50,=,8800.0,nM,CCCCN(c1nc2ccccc2o1)C(CC)c1ccc(-c2ccccc2-c2nnn[nH]2)cc1,8800.0,0
F,,338.5,2.65,0.0,IC50,=,698.0,nM,Cc1ccnc(CN(CCCCN)C[C@H]2Cc3ccccc3CN2)c1,698.0,0
B,,769.91,-0.2,2.0,IC50,>,1000.0,nM,N=C(N)NCCC[C@@H]1NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,1000.0,0
B,,786.91,0.76,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2F)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
B,,768.92,0.62,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCNC(N)=O,30000.0,0
F,,989.11,-3.31,3.0,IC50,=,960.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H]1CCCNC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,960.0,0
B,,238.76,2.51,0.0,IC50,=,10000.0,nM,NCC1CCN(Cc2ccccc2Cl)CC1,10000.0,0
B,,431.63,5.06,1.0,IC50,=,2.0,nM,CC(C)N1CCCC(Cn2c(CN(C)[C@H]3CCCc4cccnc43)nc3ccccc32)C1,2.0,1
B,,450.58,4.6,0.0,IC50,>,10000.0,nM,COc1ccc(NC(=S)Nc2sc3c(c2C(=O)OC(C)(C)C)CCOC3)cc1OC,10000.0,0
F,,574.71,2.76,2.0,IC50,<,20.0,nM,Nc1cc(N2CCN(CCCP(=O)(O)O)CC2)nc(NCc2ccc(CNCCCNC3CCCCC3)cc2)n1,20.0,1
B,,741.89,0.62,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@@H]1CCCN,30000.0,0
B,,728.85,0.26,2.0,IC50,>,30000.0,nM,C[C@@H](O)[C@@H]1NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)N(C)C1=O,30000.0,0
B,,783.94,0.14,2.0,IC50,>,30000.0,nM,CN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H]1Cc1ccc2ccccc2c1,30000.0,0
B,,3126.73,,,IC50,=,109.0,nM,CC(C)C[C@H](NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)C)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc([N+](=O)[O-])cc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)NCCCC[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1)C(=O)O,109.0,1
B,,2000.3,,,IC50,=,98.0,nM,CN1C(=O)[C@@H](Cc2ccc(O)cc2)NC(=O)CNC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H]1CCCNC(=O)C[C@H](NC(=O)CCCCCNC(=O)CN1CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC1)C(=O)NCCC[C@@H]1C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc2ccc3ccccc3c2)C(=O)NCC(=O)N[C@H](Cc2ccc(O)cc2)C(=O)N1C,98.0,1
F,,1003.14,,,IC50,=,1710.0,nM,CC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](C)C(=O)N[C@H]1CCCCNC(=O)[C@@H](CC(=O)O)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)[C@H](CCCNC(=N)N)NC1=O,1710.0,0
B,,410.57,2.92,0.0,IC50,=,151.0,nM,CC(C)Oc1nc(CN(C)C2CCCc3cccnc32)cc(N2CCN(C)CC2)n1,151.0,1
B,,459.68,4.4,0.0,IC50,=,147.3,nM,O=[N+]([O-])c1cc(CNCCCNC2CCCCC2)cc(CNCCCNC2CCCCC2)c1,147.3,1
F,,466.68,2.82,0.0,IC50,<,20.0,nM,CN1CCN(c2cc(N)nc(NCc3ccc(CNCCCNC4CCCCC4)cc3)n2)CC1,20.0,1
F,,399.54,4.73,0.0,IC50,=,1180.0,nM,NCCCCN(Cc1cc2c(cn1)[nH]c1ccccc12)[C@@H]1CCCc2cccnc21,1180.0,0
B,,388.61,3.99,0.0,IC50,=,10000.0,nM,c1ccc(CN/C(=N/C2CCCCC2)SCC2CSC3=NCCN32)cc1,6110.0,0
B,,2399.82,,,IC50,=,737.0,nM,CC(C)C[C@@H](N)C(=O)NCC(=O)N[C@H](C)C(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](Cc1cnc[nH]1)C(=O)N[C@H](CCCNC(=N)N)C(=O)N1CCC[C@@H]1C(=O)N[C@H](CC(=O)O)C(=O)N[C@H](CCCCN)C(=O)NCCOCCOCCOCCC(=O)N[C@@H](CCCCNC(=O)CCOCCOCCOCCOCCOCCNC(=O)[C@H](CO)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CCCCN)C(C)C)C(N)=O,737.0,0
B,,349.48,3.29,0.0,IC50,=,47.0,nM,CN(Cc1nc2ccccc2n1CCCN)C1CCCc2cccnc21,47.0,1
B,,543.74,4.83,1.0,IC50,=,11.0,nM,Cc1ccsc1CN1CCC2(CC1)CCN(Cc1ccc(C(=O)N(Cc3ncc[nH]3)Cc3ncc[nH]3)cc1)C2,11.0,1
F,,447.67,3.6,0.0,IC50,=,63.4,nM,c1ccc2c(c1)CN[C@@H](CN(CCCCNC1CCNCC1)[C@H]1CCCc3cccnc31)C2,63.4,1
F,,544.75,5.81,2.0,IC50,=,152.0,nM,c1ccc(Cn2c3ccccc3c3ccnc(CN(CCCN4CCNCC4)[C@H]4CCCc5cccnc54)c32)cc1,152.0,1
F,,454.57,4.04,0.0,IC50,=,57450.0,nM,COc1ccc(CN2C3CCCC2CC(NC(=O)c2cc(OC)c(OC)c(OC)c2)C3)cc1,57450.0,0
F,,641.82,5.45,2.0,IC50,=,44.0,nM,O=C1c2ccccc2C(=O)N1CCCn1c2ccccc2c2ccnc(CN(CCCN3CCNCC3)[C@H]3CCCc4cccnc43)c21,44.0,1
